"productkey","orderdatekey","customerkey","totalproductcost","salesamount"
477,"20220612",24198,"? 1.87","4.99"
217,"20220612",24198,"? 13.09","34.99"
576,"20220612",11077,"? 1,481.94","2384.07"
214,"20220612",11077,"? 13.09","34.99"
573,"20220612",11452,"? 1,481.94","2384.07"
225,"20220612",11452,"? 6.92","8.99"
359,"20220613",12612,"? 1,251.98","2294.99"
478,"20220613",12612,"? 3.74","9.99"
217,"20220613",12612,"? 13.09","34.99"
357,"20220613",12856,"? 1,265.62","2319.99"
478,"20220613",12856,"? 3.74","9.99"
477,"20220613",12856,"? 1.87","4.99"
490,"20220613",12856,"? 41.57","53.99"
355,"20220613",13822,"? 1,265.62","2319.99"
478,"20220613",13822,"? 3.74","9.99"
477,"20220613",13822,"? 1.87","4.99"
217,"20220613",13822,"? 13.09","34.99"
225,"20220613",28612,"? 6.92","8.99"
484,"20220613",28780,"? 2.97","7.95"
535,"20220613",13048,"? 9.35","24.99"
480,"20220613",13048,"? 0.86","2.29"
536,"20220613",17287,"? 11.22","29.99"
480,"20220613",17287,"? 0.86","2.29"
536,"20220613",20230,"? 11.22","29.99"
480,"20220613",20230,"? 0.86","2.29"
536,"20220613",20232,"? 11.22","29.99"
528,"20220613",20232,"? 1.87","4.99"
485,"20220613",20232,"? 8.22","21.98"
214,"20220613",20232,"? 13.09","34.99"
537,"20220613",27497,"? 13.09","35.00"
480,"20220613",27497,"? 0.86","2.29"
477,"20220613",22928,"? 1.87","4.99"
489,"20220613",22928,"? 41.57","53.99"
583,"20220613",24116,"? 1,082.51","1700.99"
583,"20220613",21130,"? 1,082.51","1700.99"
580,"20220613",17796,"? 1,082.51","1700.99"
479,"20220613",17796,"? 3.36","8.99"
477,"20220613",17796,"? 1.87","4.99"
467,"20220613",17796,"? 9.16","24.49"
539,"20220613",28642,"? 9.35","24.99"
480,"20220613",28642,"? 0.86","2.29"
535,"20220613",26341,"? 9.35","24.99"
535,"20220613",24953,"? 9.35","24.99"
480,"20220613",24953,"? 0.86","2.29"
540,"20220613",24618,"? 12.19","32.60"
528,"20220613",23241,"? 1.87","4.99"
536,"20220613",23241,"? 11.22","29.99"
222,"20220613",23241,"? 13.09","34.99"
536,"20220613",22737,"? 11.22","29.99"
528,"20220613",22737,"? 1.87","4.99"
480,"20220613",22737,"? 0.86","2.29"
484,"20220613",22737,"? 2.97","7.95"
483,"20220613",22737,"? 44.88","120.00"
536,"20220613",22751,"? 11.22","29.99"
528,"20220613",22751,"? 1.87","4.99"
472,"20220613",22751,"? 23.75","63.50"
222,"20220613",22751,"? 13.09","34.99"
540,"20220613",11176,"? 12.19","32.60"
529,"20220613",11176,"? 1.49","3.99"
480,"20220613",11176,"? 0.86","2.29"
484,"20220613",11176,"? 2.97","7.95"
478,"20220613",13760,"? 3.74","9.99"
477,"20220613",13760,"? 1.87","4.99"
480,"20220613",13760,"? 0.86","2.29"
475,"20220613",18992,"? 26.18","69.99"
237,"20220613",18992,"? 38.49","49.99"
225,"20220613",17531,"? 6.92","8.99"
477,"20220613",17531,"? 1.87","4.99"
477,"20220613",17444,"? 1.87","4.99"
483,"20220613",17444,"? 44.88","120.00"
528,"20220613",23567,"? 1.87","4.99"
214,"20220613",23567,"? 13.09","34.99"
528,"20220613",15849,"? 1.87","4.99"
480,"20220613",15849,"? 0.86","2.29"
528,"20220613",15854,"? 1.87","4.99"
485,"20220613",15854,"? 8.22","21.98"
478,"20220613",15854,"? 3.74","9.99"
477,"20220613",15854,"? 1.87","4.99"
528,"20220613",14899,"? 1.87","4.99"
476,"20220613",15109,"? 26.18","69.99"
237,"20220613",15109,"? 38.49","49.99"
528,"20220613",14829,"? 1.87","4.99"
473,"20220613",14829,"? 23.75","63.50"
485,"20220613",14829,"? 8.22","21.98"
528,"20220613",16037,"? 1.87","4.99"
214,"20220613",16037,"? 13.09","34.99"
537,"20220613",13817,"? 13.09","35.00"
529,"20220613",15099,"? 1.49","3.99"
540,"20220613",15099,"? 12.19","32.60"
489,"20220613",15099,"? 41.57","53.99"
536,"20220613",20563,"? 11.22","29.99"
528,"20220613",20563,"? 1.87","4.99"
538,"20220613",26393,"? 8.04","21.49"
477,"20220613",22516,"? 1.87","4.99"
530,"20220613",25322,"? 1.87","4.99"
480,"20220613",25322,"? 0.86","2.29"
538,"20220613",12550,"? 8.04","21.49"
529,"20220613",12550,"? 1.49","3.99"
480,"20220613",12550,"? 0.86","2.29"
541,"20220613",14806,"? 10.84","28.99"
530,"20220613",14806,"? 1.87","4.99"
222,"20220613",14806,"? 13.09","34.99"
237,"20220613",14806,"? 38.49","49.99"
530,"20220613",25466,"? 1.87","4.99"
541,"20220613",12334,"? 10.84","28.99"
530,"20220613",12334,"? 1.87","4.99"
480,"20220613",12334,"? 0.86","2.29"
484,"20220613",12334,"? 2.97","7.95"
530,"20220613",13682,"? 1.87","4.99"
480,"20220613",13682,"? 0.86","2.29"
484,"20220613",13682,"? 2.97","7.95"
530,"20220613",28881,"? 1.87","4.99"
214,"20220613",28881,"? 13.09","34.99"
537,"20220613",11183,"? 13.09","35.00"
528,"20220613",11183,"? 1.87","4.99"
537,"20220613",12106,"? 13.09","35.00"
480,"20220613",12106,"? 0.86","2.29"
485,"20220613",12877,"? 8.22","21.98"
484,"20220613",12877,"? 2.97","7.95"
225,"20220613",12524,"? 6.92","8.99"
361,"20220613",13910,"? 1,251.98","2294.99"
477,"20220613",13910,"? 1.87","4.99"
478,"20220613",13910,"? 3.74","9.99"
214,"20220613",13910,"? 13.09","34.99"
357,"20220613",13873,"? 1,265.62","2319.99"
480,"20220613",13873,"? 0.86","2.29"
359,"20220613",12025,"? 1,251.98","2294.99"
537,"20220613",12025,"? 13.09","35.00"
480,"20220613",12025,"? 0.86","2.29"
361,"20220613",14117,"? 1,251.98","2294.99"
485,"20220613",14117,"? 8.22","21.98"
217,"20220613",14117,"? 13.09","34.99"
363,"20220613",13449,"? 1,251.98","2294.99"
478,"20220613",13449,"? 3.74","9.99"
477,"20220613",13449,"? 1.87","4.99"
214,"20220613",13449,"? 13.09","34.99"
355,"20220613",13431,"? 1,265.62","2319.99"
485,"20220613",13431,"? 8.22","21.98"
477,"20220613",13431,"? 1.87","4.99"
478,"20220613",13431,"? 3.74","9.99"
488,"20220613",13431,"? 41.57","53.99"
355,"20220613",11774,"? 1,265.62","2319.99"
480,"20220613",11774,"? 0.86","2.29"
572,"20220613",28434,"? 461.44","742.35"
481,"20220613",28434,"? 3.36","8.99"
578,"20220613",25540,"? 755.15","1214.85"
479,"20220613",25540,"? 3.36","8.99"
376,"20220613",20242,"? 1,554.95","2443.35"
529,"20220613",20242,"? 1.49","3.99"
540,"20220613",20242,"? 12.19","32.60"
480,"20220613",20242,"? 0.86","2.29"
484,"20220613",20242,"? 2.97","7.95"
372,"20220613",20244,"? 1,554.95","2443.35"
376,"20220613",19963,"? 1,554.95","2443.35"
540,"20220613",19963,"? 12.19","32.60"
386,"20220613",17725,"? 713.08","1120.49"
606,"20220613",28320,"? 343.65","539.99"
599,"20220613",12245,"? 294.58","539.99"
535,"20220613",12245,"? 9.35","24.99"
480,"20220613",12245,"? 0.86","2.29"
577,"20220613",23583,"? 755.15","1214.85"
541,"20220613",23583,"? 10.84","28.99"
530,"20220613",23583,"? 1.87","4.99"
480,"20220613",23583,"? 0.86","2.29"
606,"20220613",17124,"? 343.65","539.99"
479,"20220613",17124,"? 3.36","8.99"
225,"20220613",17124,"? 6.92","8.99"
477,"20220613",17124,"? 1.87","4.99"
604,"20220613",17671,"? 343.65","539.99"
538,"20220613",17671,"? 8.04","21.49"
529,"20220613",17671,"? 1.49","3.99"
606,"20220613",17672,"? 343.65","539.99"
604,"20220613",23165,"? 343.65","539.99"
481,"20220613",23165,"? 3.36","8.99"
386,"20220613",20198,"? 713.08","1120.49"
488,"20220613",20198,"? 41.57","53.99"
390,"20220613",20295,"? 713.08","1120.49"
488,"20220613",20295,"? 41.57","53.99"
582,"20220613",17384,"? 1,082.51","1700.99"
214,"20220613",17384,"? 13.09","34.99"
463,"20220613",17384,"? 9.16","24.49"
581,"20220613",17386,"? 1,082.51","1700.99"
214,"20220613",17386,"? 13.09","34.99"
386,"20220613",19517,"? 713.08","1120.49"
217,"20220613",19517,"? 13.09","34.99"
390,"20220613",24015,"? 713.08","1120.49"
222,"20220613",24015,"? 13.09","34.99"
390,"20220613",19458,"? 713.08","1120.49"
489,"20220613",19458,"? 41.57","53.99"
390,"20220613",19427,"? 713.08","1120.49"
529,"20220613",19427,"? 1.49","3.99"
539,"20220613",19427,"? 9.35","24.99"
214,"20220613",19427,"? 13.09","34.99"
584,"20220613",22607,"? 343.65","539.99"
538,"20220613",22607,"? 8.04","21.49"
529,"20220613",22607,"? 1.49","3.99"
214,"20220613",22607,"? 13.09","34.99"
225,"20220613",22607,"? 6.92","8.99"
572,"20220613",29065,"? 461.44","742.35"
217,"20220613",29065,"? 13.09","34.99"
359,"20220614",14171,"? 1,251.98","2294.99"
537,"20220614",14171,"? 13.09","35.00"
528,"20220614",14171,"? 1.87","4.99"
471,"20220614",14171,"? 23.75","63.50"
359,"20220614",12230,"? 1,251.98","2294.99"
485,"20220614",12230,"? 8.22","21.98"
217,"20220614",12230,"? 13.09","34.99"
477,"20220614",24464,"? 1.87","4.99"
475,"20220614",27347,"? 26.18","69.99"
481,"20220614",27347,"? 3.36","8.99"
599,"20220614",14946,"? 294.58","539.99"
485,"20220614",14946,"? 8.22","21.98"
214,"20220614",14946,"? 13.09","34.99"
588,"20220614",16046,"? 419.78","769.49"
484,"20220614",16046,"? 2.97","7.95"
589,"20220614",19194,"? 419.78","769.49"
536,"20220614",19194,"? 11.22","29.99"
528,"20220614",19194,"? 1.87","4.99"
480,"20220614",19194,"? 0.86","2.29"
225,"20220614",11300,"? 6.92","8.99"
529,"20220614",27675,"? 1.49","3.99"
538,"20220614",27675,"? 8.04","21.49"
480,"20220614",27675,"? 0.86","2.29"
539,"20220614",28865,"? 9.35","24.99"
529,"20220614",28865,"? 1.49","3.99"
480,"20220614",28865,"? 0.86","2.29"
541,"20220614",11711,"? 10.84","28.99"
530,"20220614",11711,"? 1.87","4.99"
222,"20220614",11711,"? 13.09","34.99"
539,"20220614",29033,"? 9.35","24.99"
529,"20220614",29033,"? 1.49","3.99"
480,"20220614",29033,"? 0.86","2.29"
530,"20220614",28251,"? 1.87","4.99"
535,"20220614",25957,"? 9.35","24.99"
528,"20220614",25957,"? 1.87","4.99"
214,"20220614",25957,"? 13.09","34.99"
467,"20220614",25957,"? 9.16","24.49"
540,"20220614",25183,"? 12.19","32.60"
228,"20220614",25183,"? 38.49","49.99"
528,"20220614",25859,"? 1.87","4.99"
535,"20220614",25859,"? 9.35","24.99"
214,"20220614",25859,"? 13.09","34.99"
540,"20220614",25764,"? 12.19","32.60"
529,"20220614",25764,"? 1.49","3.99"
222,"20220614",25764,"? 13.09","34.99"
536,"20220614",22376,"? 11.22","29.99"
478,"20220614",23278,"? 3.74","9.99"
478,"20220614",12056,"? 3.74","9.99"
477,"20220614",12056,"? 1.87","4.99"
491,"20220614",12056,"? 41.57","53.99"
478,"20220614",20507,"? 3.74","9.99"
477,"20220614",20507,"? 1.87","4.99"
217,"20220614",20507,"? 13.09","34.99"
476,"20220614",16847,"? 26.18","69.99"
491,"20220614",16847,"? 41.57","53.99"
225,"20220614",16847,"? 6.92","8.99"
476,"20220614",11875,"? 26.18","69.99"
225,"20220614",11875,"? 6.92","8.99"
477,"20220614",11868,"? 1.87","4.99"
528,"20220614",27454,"? 1.87","4.99"
480,"20220614",27454,"? 0.86","2.29"
528,"20220614",19077,"? 1.87","4.99"
217,"20220614",19077,"? 13.09","34.99"
485,"20220614",20087,"? 8.22","21.98"
472,"20220614",20087,"? 23.75","63.50"
539,"20220614",19914,"? 9.35","24.99"
529,"20220614",19914,"? 1.49","3.99"
480,"20220614",19914,"? 0.86","2.29"
529,"20220614",23611,"? 1.49","3.99"
528,"20220614",15611,"? 1.87","4.99"
535,"20220614",15611,"? 9.35","24.99"
485,"20220614",15611,"? 8.22","21.98"
480,"20220614",15611,"? 0.86","2.29"
529,"20220614",20796,"? 1.49","3.99"
214,"20220614",20796,"? 13.09","34.99"
237,"20220614",20796,"? 38.49","49.99"
538,"20220614",29384,"? 8.04","21.49"
480,"20220614",29384,"? 0.86","2.29"
530,"20220614",28915,"? 1.87","4.99"
217,"20220614",28915,"? 13.09","34.99"
528,"20220614",11660,"? 1.87","4.99"
537,"20220614",11660,"? 13.09","35.00"
480,"20220614",11660,"? 0.86","2.29"
484,"20220614",11660,"? 2.97","7.95"
485,"20220614",19553,"? 8.22","21.98"
478,"20220614",19553,"? 3.74","9.99"
485,"20220614",14890,"? 8.22","21.98"
485,"20220614",18821,"? 8.22","21.98"
357,"20220614",13454,"? 1,265.62","2319.99"
485,"20220614",13454,"? 8.22","21.98"
480,"20220614",13454,"? 0.86","2.29"
353,"20220614",14459,"? 1,265.62","2319.99"
485,"20220614",14459,"? 8.22","21.98"
214,"20220614",14459,"? 13.09","34.99"
586,"20220614",26952,"? 461.44","742.35"
479,"20220614",26952,"? 3.36","8.99"
578,"20220614",12394,"? 755.15","1214.85"
380,"20220614",19960,"? 1,554.95","2443.35"
214,"20220614",19960,"? 13.09","34.99"
471,"20220614",19960,"? 23.75","63.50"
382,"20220614",24457,"? 713.08","1120.49"
489,"20220614",24457,"? 41.57","53.99"
386,"20220614",25051,"? 713.08","1120.49"
490,"20220614",25051,"? 41.57","53.99"
384,"20220614",25106,"? 713.08","1120.49"
234,"20220614",25106,"? 38.49","49.99"
564,"20220614",11061,"? 1,481.94","2384.07"
579,"20220614",25402,"? 755.15","1214.85"
217,"20220614",25402,"? 13.09","34.99"
573,"20220614",22233,"? 1,481.94","2384.07"
214,"20220614",22233,"? 13.09","34.99"
563,"20220614",25285,"? 1,481.94","2384.07"
491,"20220614",25285,"? 41.57","53.99"
604,"20220614",23154,"? 343.65","539.99"
538,"20220614",23154,"? 8.04","21.49"
480,"20220614",23154,"? 0.86","2.29"
606,"20220614",25981,"? 343.65","539.99"
217,"20220614",25981,"? 13.09","34.99"
388,"20220614",19546,"? 713.08","1120.49"
490,"20220614",19546,"? 41.57","53.99"
390,"20220614",20319,"? 713.08","1120.49"
214,"20220614",20319,"? 13.09","34.99"
388,"20220614",20192,"? 713.08","1120.49"
214,"20220614",20192,"? 13.09","34.99"
581,"20220614",17358,"? 1,082.51","1700.99"
539,"20220614",17358,"? 9.35","24.99"
480,"20220614",17358,"? 0.86","2.29"
590,"20220614",11357,"? 419.78","769.49"
485,"20220614",11357,"? 8.22","21.98"
214,"20220614",11357,"? 13.09","34.99"
225,"20220615",12954,"? 6.92","8.99"
535,"20220615",12672,"? 9.35","24.99"
217,"20220615",12672,"? 13.09","34.99"
485,"20220615",23330,"? 8.22","21.98"
478,"20220615",23330,"? 3.74","9.99"
485,"20220615",22179,"? 8.22","21.98"
537,"20220615",18901,"? 13.09","35.00"
538,"20220615",26030,"? 8.04","21.49"
530,"20220615",24243,"? 1.87","4.99"
222,"20220615",24243,"? 13.09","34.99"
482,"20220615",24243,"? 3.36","8.99"
480,"20220615",18306,"? 0.86","2.29"
477,"20220615",19954,"? 1.87","4.99"
479,"20220615",19954,"? 3.36","8.99"
581,"20220615",17739,"? 1,082.51","1700.99"
214,"20220615",17739,"? 13.09","34.99"
583,"20220615",17754,"? 1,082.51","1700.99"
488,"20220615",17754,"? 41.57","53.99"
582,"20220615",21012,"? 1,082.51","1700.99"
479,"20220615",21012,"? 3.36","8.99"
477,"20220615",21012,"? 1.87","4.99"
594,"20220615",21848,"? 308.22","564.99"
597,"20220615",17794,"? 294.58","539.99"
485,"20220615",17794,"? 8.22","21.98"
480,"20220615",17794,"? 0.86","2.29"
589,"20220615",17085,"? 419.78","769.49"
528,"20220615",17085,"? 1.87","4.99"
536,"20220615",17085,"? 11.22","29.99"
363,"20220615",15094,"? 1,251.98","2294.99"
477,"20220615",15094,"? 1.87","4.99"
478,"20220615",15094,"? 3.74","9.99"
488,"20220615",15094,"? 41.57","53.99"
490,"20220615",28343,"? 41.57","53.99"
491,"20220615",11721,"? 41.57","53.99"
225,"20220615",11721,"? 6.92","8.99"
480,"20220615",11320,"? 0.86","2.29"
480,"20220615",11176,"? 0.86","2.29"
529,"20220615",29034,"? 1.49","3.99"
539,"20220615",29034,"? 9.35","24.99"
480,"20220615",29034,"? 0.86","2.29"
486,"20220615",29034,"? 59.47","159.00"
541,"20220615",11330,"? 10.84","28.99"
530,"20220615",11330,"? 1.87","4.99"
463,"20220615",11330,"? 9.16","24.49"
538,"20220615",11287,"? 8.04","21.49"
480,"20220615",11287,"? 0.86","2.29"
540,"20220615",24970,"? 12.19","32.60"
529,"20220615",24970,"? 1.49","3.99"
480,"20220615",24970,"? 0.86","2.29"
536,"20220615",23045,"? 11.22","29.99"
528,"20220615",23045,"? 1.87","4.99"
529,"20220615",25160,"? 1.49","3.99"
540,"20220615",25160,"? 12.19","32.60"
480,"20220615",25160,"? 0.86","2.29"
484,"20220615",25160,"? 2.97","7.95"
536,"20220615",19729,"? 11.22","29.99"
480,"20220615",19729,"? 0.86","2.29"
478,"20220615",21458,"? 3.74","9.99"
477,"20220615",21458,"? 1.87","4.99"
222,"20220615",21458,"? 13.09","34.99"
476,"20220615",20315,"? 26.18","69.99"
491,"20220615",20315,"? 41.57","53.99"
225,"20220615",20315,"? 6.92","8.99"
474,"20220615",20018,"? 26.18","69.99"
474,"20220615",19834,"? 26.18","69.99"
237,"20220615",19834,"? 38.49","49.99"
477,"20220615",19633,"? 1.87","4.99"
487,"20220615",19633,"? 20.57","54.99"
474,"20220615",18678,"? 26.18","69.99"
481,"20220615",18678,"? 3.36","8.99"
477,"20220615",16774,"? 1.87","4.99"
234,"20220615",16774,"? 38.49","49.99"
528,"20220615",16371,"? 1.87","4.99"
228,"20220615",16371,"? 38.49","49.99"
477,"20220615",16736,"? 1.87","4.99"
487,"20220615",16736,"? 20.57","54.99"
528,"20220615",16460,"? 1.87","4.99"
480,"20220615",16460,"? 0.86","2.29"
477,"20220615",11434,"? 1.87","4.99"
479,"20220615",11434,"? 3.36","8.99"
214,"20220615",11434,"? 13.09","34.99"
491,"20220615",25740,"? 41.57","53.99"
529,"20220615",23979,"? 1.49","3.99"
480,"20220615",23979,"? 0.86","2.29"
530,"20220615",22704,"? 1.87","4.99"
541,"20220615",22704,"? 10.84","28.99"
484,"20220615",22704,"? 2.97","7.95"
538,"20220615",25680,"? 8.04","21.49"
529,"20220615",25680,"? 1.49","3.99"
480,"20220615",25680,"? 0.86","2.29"
530,"20220615",27329,"? 1.87","4.99"
222,"20220615",27329,"? 13.09","34.99"
530,"20220615",14526,"? 1.87","4.99"
463,"20220615",14526,"? 9.16","24.49"
530,"20220615",25514,"? 1.87","4.99"
480,"20220615",25514,"? 0.86","2.29"
537,"20220615",11622,"? 13.09","35.00"
485,"20220615",11622,"? 8.22","21.98"
231,"20220615",11622,"? 38.49","49.99"
467,"20220615",11622,"? 9.16","24.49"
537,"20220615",13760,"? 13.09","35.00"
528,"20220615",13760,"? 1.87","4.99"
217,"20220615",13760,"? 13.09","34.99"
537,"20220615",11143,"? 13.09","35.00"
528,"20220615",11143,"? 1.87","4.99"
480,"20220615",11143,"? 0.86","2.29"
225,"20220615",12541,"? 6.92","8.99"
583,"20220615",17154,"? 1,082.51","1700.99"
529,"20220615",17154,"? 1.49","3.99"
539,"20220615",17154,"? 9.35","24.99"
222,"20220615",17154,"? 13.09","34.99"
593,"20220615",19689,"? 308.22","564.99"
485,"20220615",19689,"? 8.22","21.98"
217,"20220615",19689,"? 13.09","34.99"
237,"20220615",19689,"? 38.49","49.99"
225,"20220615",19689,"? 6.92","8.99"
589,"20220615",14364,"? 419.78","769.49"
475,"20220615",14364,"? 26.18","69.99"
489,"20220615",14364,"? 41.57","53.99"
361,"20220615",13976,"? 1,251.98","2294.99"
222,"20220615",13976,"? 13.09","34.99"
363,"20220615",15175,"? 1,251.98","2294.99"
528,"20220615",15175,"? 1.87","4.99"
537,"20220615",15175,"? 13.09","35.00"
480,"20220615",15175,"? 0.86","2.29"
225,"20220615",15175,"? 6.92","8.99"
483,"20220615",15175,"? 44.88","120.00"
359,"20220615",11854,"? 1,251.98","2294.99"
537,"20220615",11854,"? 13.09","35.00"
528,"20220615",11854,"? 1.87","4.99"
485,"20220615",11854,"? 8.22","21.98"
478,"20220615",11854,"? 3.74","9.99"
477,"20220615",11854,"? 1.87","4.99"
217,"20220615",11854,"? 13.09","34.99"
361,"20220615",13461,"? 1,251.98","2294.99"
572,"20220615",20861,"? 461.44","742.35"
541,"20220615",20861,"? 10.84","28.99"
530,"20220615",20861,"? 1.87","4.99"
480,"20220615",20861,"? 0.86","2.29"
577,"20220615",19196,"? 755.15","1214.85"
490,"20220615",19196,"? 41.57","53.99"
463,"20220615",19196,"? 9.16","24.49"
374,"20220615",20221,"? 1,554.95","2443.35"
479,"20220615",20221,"? 3.36","8.99"
477,"20220615",20221,"? 1.87","4.99"
372,"20220615",19971,"? 1,554.95","2443.35"
222,"20220615",19971,"? 13.09","34.99"
372,"20220615",19957,"? 1,554.95","2443.35"
479,"20220615",19957,"? 3.36","8.99"
477,"20220615",19957,"? 1.87","4.99"
561,"20220615",11072,"? 1,481.94","2384.07"
479,"20220615",11072,"? 3.36","8.99"
477,"20220615",11072,"? 1.87","4.99"
574,"20220615",11104,"? 1,481.94","2384.07"
488,"20220615",11104,"? 41.57","53.99"
561,"20220615",11106,"? 1,481.94","2384.07"
563,"20220615",25622,"? 1,481.94","2384.07"
479,"20220615",25622,"? 3.36","8.99"
477,"20220615",25622,"? 1.87","4.99"
388,"20220615",20371,"? 713.08","1120.49"
490,"20220615",20371,"? 41.57","53.99"
580,"20220615",17477,"? 1,082.51","1700.99"
581,"20220615",16996,"? 1,082.51","1700.99"
489,"20220615",16996,"? 41.57","53.99"
388,"20220615",24019,"? 713.08","1120.49"
584,"20220615",26932,"? 343.65","539.99"
214,"20220615",26932,"? 13.09","34.99"
363,"20220616",14426,"? 1,251.98","2294.99"
528,"20220616",14426,"? 1.87","4.99"
537,"20220616",14426,"? 13.09","35.00"
485,"20220616",14426,"? 8.22","21.98"
353,"20220616",12608,"? 1,265.62","2319.99"
485,"20220616",12608,"? 8.22","21.98"
214,"20220616",12608,"? 13.09","34.99"
357,"20220616",13263,"? 1,265.62","2319.99"
478,"20220616",13263,"? 3.74","9.99"
477,"20220616",13263,"? 1.87","4.99"
467,"20220616",13263,"? 9.16","24.49"
483,"20220616",12199,"? 44.88","120.00"
535,"20220616",12006,"? 9.35","24.99"
480,"20220616",12006,"? 0.86","2.29"
485,"20220616",19566,"? 8.22","21.98"
478,"20220616",19566,"? 3.74","9.99"
477,"20220616",19566,"? 1.87","4.99"
225,"20220616",19566,"? 6.92","8.99"
234,"20220616",19566,"? 38.49","49.99"
477,"20220616",20402,"? 1.87","4.99"
359,"20220616",12459,"? 1,251.98","2294.99"
480,"20220616",12459,"? 0.86","2.29"
583,"20220616",21053,"? 1,082.51","1700.99"
234,"20220616",21053,"? 38.49","49.99"
225,"20220616",21053,"? 6.92","8.99"
598,"20220616",14957,"? 294.58","539.99"
485,"20220616",14957,"? 8.22","21.98"
472,"20220616",14957,"? 23.75","63.50"
596,"20220616",22666,"? 294.58","539.99"
214,"20220616",22666,"? 13.09","34.99"
378,"20220616",24583,"? 1,554.95","2443.35"
222,"20220616",24583,"? 13.09","34.99"
225,"20220616",24583,"? 6.92","8.99"
378,"20220616",24860,"? 1,554.95","2443.35"
479,"20220616",24860,"? 3.36","8.99"
477,"20220616",24860,"? 1.87","4.99"
491,"20220616",24860,"? 41.57","53.99"
225,"20220616",24860,"? 6.92","8.99"
590,"20220616",17626,"? 419.78","769.49"
237,"20220616",17626,"? 38.49","49.99"
589,"20220616",20923,"? 419.78","769.49"
478,"20220616",20923,"? 3.74","9.99"
217,"20220616",20923,"? 13.09","34.99"
234,"20220616",11851,"? 38.49","49.99"
529,"20220616",29253,"? 1.49","3.99"
463,"20220616",29253,"? 9.16","24.49"
217,"20220616",29253,"? 13.09","34.99"
541,"20220616",11331,"? 10.84","28.99"
538,"20220616",28055,"? 8.04","21.49"
489,"20220616",28055,"? 41.57","53.99"
530,"20220616",19642,"? 1.87","4.99"
217,"20220616",19642,"? 13.09","34.99"
535,"20220616",25003,"? 9.35","24.99"
465,"20220616",25003,"? 9.16","24.49"
535,"20220616",24929,"? 9.35","24.99"
528,"20220616",24929,"? 1.87","4.99"
217,"20220616",24929,"? 13.09","34.99"
536,"20220616",23367,"? 11.22","29.99"
528,"20220616",23367,"? 1.87","4.99"
222,"20220616",23367,"? 13.09","34.99"
478,"20220616",14119,"? 3.74","9.99"
477,"20220616",14119,"? 1.87","4.99"
488,"20220616",14119,"? 41.57","53.99"
475,"20220616",14291,"? 26.18","69.99"
475,"20220616",19825,"? 26.18","69.99"
477,"20220616",17538,"? 1.87","4.99"
477,"20220616",18093,"? 1.87","4.99"
481,"20220616",18093,"? 3.36","8.99"
477,"20220616",16899,"? 1.87","4.99"
528,"20220616",22332,"? 1.87","4.99"
222,"20220616",22332,"? 13.09","34.99"
485,"20220616",16189,"? 8.22","21.98"
214,"20220616",16189,"? 13.09","34.99"
225,"20220616",16189,"? 6.92","8.99"
528,"20220616",17802,"? 1.87","4.99"
535,"20220616",17802,"? 9.35","24.99"
485,"20220616",17802,"? 8.22","21.98"
214,"20220616",17802,"? 13.09","34.99"
478,"20220616",13675,"? 3.74","9.99"
477,"20220616",13675,"? 1.87","4.99"
214,"20220616",13675,"? 13.09","34.99"
538,"20220616",24842,"? 8.04","21.49"
480,"20220616",24842,"? 0.86","2.29"
537,"20220616",11958,"? 13.09","35.00"
528,"20220616",11958,"? 1.87","4.99"
214,"20220616",11958,"? 13.09","34.99"
537,"20220616",12436,"? 13.09","35.00"
528,"20220616",12436,"? 1.87","4.99"
480,"20220616",12436,"? 0.86","2.29"
580,"20220616",17167,"? 1,082.51","1700.99"
222,"20220616",17167,"? 13.09","34.99"
596,"20220616",19658,"? 294.58","539.99"
598,"20220616",19659,"? 294.58","539.99"
478,"20220616",19659,"? 3.74","9.99"
477,"20220616",19659,"? 1.87","4.99"
480,"20220616",19659,"? 0.86","2.29"
587,"20220616",14417,"? 419.78","769.49"
475,"20220616",14417,"? 26.18","69.99"
481,"20220616",14417,"? 3.36","8.99"
592,"20220616",22050,"? 308.22","564.99"
478,"20220616",22050,"? 3.74","9.99"
477,"20220616",22050,"? 1.87","4.99"
480,"20220616",22050,"? 0.86","2.29"
359,"20220616",13894,"? 1,251.98","2294.99"
485,"20220616",13894,"? 8.22","21.98"
478,"20220616",13894,"? 3.74","9.99"
477,"20220616",13894,"? 1.87","4.99"
214,"20220616",13894,"? 13.09","34.99"
353,"20220616",13464,"? 1,265.62","2319.99"
363,"20220616",11516,"? 1,251.98","2294.99"
528,"20220616",11516,"? 1.87","4.99"
537,"20220616",11516,"? 13.09","35.00"
480,"20220616",11516,"? 0.86","2.29"
357,"20220616",13435,"? 1,265.62","2319.99"
537,"20220616",13435,"? 13.09","35.00"
528,"20220616",13435,"? 1.87","4.99"
222,"20220616",13435,"? 13.09","34.99"
572,"20220616",28382,"? 461.44","742.35"
217,"20220616",28382,"? 13.09","34.99"
225,"20220616",28382,"? 6.92","8.99"
376,"20220616",20225,"? 1,554.95","2443.35"
217,"20220616",20225,"? 13.09","34.99"
388,"20220616",25115,"? 713.08","1120.49"
222,"20220616",25115,"? 13.09","34.99"
386,"20220616",25120,"? 713.08","1120.49"
217,"20220616",25120,"? 13.09","34.99"
597,"20220616",12246,"? 294.58","539.99"
535,"20220616",12246,"? 9.35","24.99"
